TeamId,TeamName,SubmissionDate,Score
226186,"Samuli 2","2015-10-13 22:18:15",0.78468
226186,"Samuli 2","2015-10-13 22:39:41",0.80382
222354,JoydeepMukherjee,"2015-10-24 00:16:23",0.75119
230099,Valeriy,"2015-10-24 13:22:53",0.62679
230099,Valeriy,"2015-10-24 13:29:00",0.76555
230099,Valeriy,"2015-10-24 13:35:42",0.77990
230099,Valeriy,"2015-10-24 14:09:52",0.78468
222354,JoydeepMukherjee,"2015-10-24 18:50:24",0.77990
230099,Valeriy,"2015-10-25 20:31:27",0.79425
230997,Zeno,"2015-10-27 00:42:03",0.76555
230997,Zeno,"2015-10-27 09:03:53",0.78468
232955,NicolasFrançois,"2015-10-31 00:26:24",0.75119
230997,Zeno,"2015-10-31 00:58:28",0.79425
232711,"VIVEK T.V.","2015-10-31 13:48:17",0.37320
232711,"VIVEK T.V.","2015-10-31 13:52:06",0.77990
210739,"Daniel O'Keeffe","2015-11-01 22:37:56",0.76555
232711,"VIVEK T.V.","2015-11-02 17:50:48",0.78468
232955,NicolasFrançois,"2015-11-03 15:26:12",0.77511
232711,"VIVEK T.V.","2015-11-03 16:54:40",0.79425
232955,NicolasFrançois,"2015-11-03 20:18:09",0.78468
235214,r.chauhan,"2015-11-05 18:40:57",0.55023
235214,r.chauhan,"2015-11-05 20:41:45",0.76555
237975,FenryrMKIII,"2015-11-11 21:03:10",0.80382
238943,osuleman,"2015-11-14 00:32:51",0.75119
238943,osuleman,"2015-11-14 02:00:03",0.79904
241323,FlorianBaret,"2015-11-20 10:24:27",0.62679
241323,FlorianBaret,"2015-11-20 10:41:20",0.76555
241322,"Roemer Kleerebezem","2015-11-20 10:49:54",0.62679
241373,JeanneG,"2015-11-20 13:19:12",0.62679
241322,"Roemer Kleerebezem","2015-11-20 13:23:48",0.74162
241373,JeanneG,"2015-11-20 13:32:15",0.76555
241322,"Roemer Kleerebezem","2015-11-20 13:37:45",0.76555
241323,FlorianBaret,"2015-11-20 13:54:58",0.77990
241322,"Roemer Kleerebezem","2015-11-20 14:00:37",0.77990
241373,JeanneG,"2015-11-20 14:17:12",0.77990
242122,Bastien,"2015-11-22 21:41:44",0.62679
242122,Bastien,"2015-11-22 22:43:31",0.75598
242122,Bastien,"2015-11-22 22:48:38",0.79425
242122,Bastien,"2015-11-29 19:49:58",0.81339
247164,moyujian,"2015-12-02 10:17:05",0.75598
247164,moyujian,"2015-12-02 10:25:42",0.76555
247164,moyujian,"2015-12-02 10:30:44",0.77033
247164,moyujian,"2015-12-02 10:34:52",0.77990
247164,moyujian,"2015-12-02 13:09:30",0.78468
247164,moyujian,"2015-12-02 13:36:54",0.79425
251482,craigs_telnar,"2015-12-10 08:21:52",0.79425
251482,craigs_telnar,"2015-12-10 08:24:08",0.80382
252682,Vendhan,"2015-12-13 13:45:27",0.77511
253648,MaudieAprillia,"2015-12-16 12:56:17",0.75598
253648,MaudieAprillia,"2015-12-16 16:38:31",0.76076
253648,MaudieAprillia,"2015-12-17 17:08:39",0.78468
258006,"Rahul 7","2015-12-26 12:54:35",0.77990
258100,Tony-Lee,"2015-12-26 21:09:54",0.76555
104865,blindshooter,"2015-12-27 22:29:29",0.80382
258899,jiagen,"2015-12-29 08:42:18",0.76076
259985,"Sai Krishna Gaddam","2016-01-02 07:09:16",0.76555
259985,"Sai Krishna Gaddam","2016-01-02 07:57:16",0.77511
259985,"Sai Krishna Gaddam","2016-01-03 05:43:30",0.81339
120996,"Endre Szolnoki","2016-01-19 16:03:11",0.78468
266983,AashimaGarg,"2016-01-24 12:33:45",0.76555
222702,sproctor,"2016-01-24 19:16:58",0.81339
267262,PrasannaValliappan,"2016-01-25 09:05:58",0.76555
267630,adeel,"2016-01-26 12:30:37",0.78468
267630,adeel,"2016-01-26 13:09:36",0.80382
268958,"Ming 3","2016-01-30 02:25:21",0.77990
267108,vasilisnikolaou,"2016-01-30 11:56:32",0.77511
224798,"Karthik Siva","2016-01-31 07:37:37",0.79425
28460,"Squirtle Squad","2016-02-03 19:10:03",0.78947
136415,DFridman,"2016-02-13 08:13:43",0.78947
136415,DFridman,"2016-02-13 08:58:22",0.79425
136415,DFridman,"2016-02-13 10:38:58",0.79904
275676,Demir,"2016-02-13 18:36:59",0.78468
276083,meltingclock,"2016-02-14 22:48:20",0.74641
280791,碰壁思过,"2016-02-23 05:43:28",0.70813
280791,碰壁思过,"2016-02-23 05:58:39",0.75119
276083,meltingclock,"2016-02-28 23:28:12",0.75598
276083,meltingclock,"2016-02-28 23:44:35",0.76555
276083,meltingclock,"2016-02-29 08:47:31",0.77033
280791,碰壁思过,"2016-03-01 01:40:08",0.78468
276083,meltingclock,"2016-03-02 00:27:45",0.77990
286059,algorithmica1,"2016-03-04 02:55:59",0.77990
286527,FábioMatheus,"2016-03-07 01:14:32",0.80382
277777,ShatabdiChoudhury,"2016-03-10 00:52:20",0.00000
277777,ShatabdiChoudhury,"2016-03-10 01:27:50",0.50239
277777,ShatabdiChoudhury,"2016-03-10 02:05:51",0.75119
291854,"Jan Bauer","2016-03-15 20:00:20",0.62679
291854,"Jan Bauer","2016-03-15 20:23:32",0.76555
291854,"Jan Bauer","2016-03-17 20:01:27",0.78468
276083,meltingclock,"2016-03-19 21:27:08",0.78468
295258,Sudarshan1413,"2016-03-21 16:34:44",0.75598
295258,Sudarshan1413,"2016-03-23 10:07:01",0.77990
296427,tambep,"2016-03-23 19:07:39",0.78468
94824,"Russ Boucher","2016-03-26 19:18:59",0.88516
267108,vasilisnikolaou,"2016-03-30 07:36:21",0.77990
267108,vasilisnikolaou,"2016-04-03 12:01:00",0.78468
222096,"michel 2","2016-04-05 17:29:09",0.76555
222096,"michel 2","2016-04-05 18:13:46",0.79425
303333,bobby48,"2016-04-06 22:40:20",0.76555
303102,"VU-DM-80 2","2016-04-08 10:54:24",0.80382
304143,betabear,"2016-04-08 15:00:24",0.72727
304600,aylr,"2016-04-09 13:18:17",0.00000
304600,aylr,"2016-04-09 13:21:01",0.56937
304143,betabear,"2016-04-10 08:40:32",0.75598
304143,betabear,"2016-04-10 09:17:24",0.76076
304143,betabear,"2016-04-10 13:30:08",0.77511
306344,Irregularity,"2016-04-12 07:34:47",0.79425
302012,VU-DM-04,"2016-04-12 16:34:18",0.78468
306436,MishaNitboeind,"2016-04-12 17:36:43",0.77511
307659,DominicKlyve,"2016-04-12 20:43:16",0.76555
306436,MishaNitboeind,"2016-04-12 21:52:48",0.77990
306436,MishaNitboeind,"2016-04-12 22:39:24",0.78468
308512,"Graman Brourke","2016-04-14 04:17:52",0.76076
308512,"Graman Brourke","2016-04-14 04:20:56",0.78468
306436,MishaNitboeind,"2016-04-15 15:48:00",0.79904
311415,TripFontaine,"2016-04-21 20:27:10",0.75598
311415,TripFontaine,"2016-04-21 22:01:51",0.76076
311415,TripFontaine,"2016-04-22 08:12:14",0.77511
300427,AfzalPawaskar,"2016-04-22 11:40:20",0.80382
311415,TripFontaine,"2016-04-22 21:11:38",0.77990
311415,TripFontaine,"2016-04-22 21:14:47",0.78468
314066,"Francisco J. Rodríguez","2016-04-23 15:40:28",0.75598
286059,algorithmica1,"2016-04-25 02:18:16",0.78468
311415,TripFontaine,"2016-04-25 19:43:27",0.78947
311415,TripFontaine,"2016-04-25 21:18:30",0.79904
317044,mangoyuan,"2016-04-28 10:17:26",0.74162
317044,mangoyuan,"2016-04-28 10:20:41",0.74641
311415,TripFontaine,"2016-04-29 20:00:44",0.80382
317044,mangoyuan,"2016-04-30 10:58:18",0.76555
317044,mangoyuan,"2016-04-30 12:11:50",0.77990
317044,mangoyuan,"2016-04-30 13:33:01",0.78468
319153,ObserverL,"2016-05-03 08:56:21",0.69377
320328,MoHuan_Team,"2016-05-05 08:38:29",0.66985
320328,MoHuan_Team,"2016-05-05 08:45:16",0.73205
320792,TraiTorsricharoen,"2016-05-06 07:58:01",0.78468
319153,ObserverL,"2016-05-08 12:56:31",0.72248
319153,ObserverL,"2016-05-08 16:59:26",0.75598
319153,ObserverL,"2016-05-09 03:13:36",0.77033
320328,MoHuan_Team,"2016-05-09 08:21:48",0.77990
286059,algorithmica1,"2016-05-13 02:58:40",0.80861
324500,ajong,"2016-05-14 07:54:31",0.76076
324630,sravyayellapragada,"2016-05-14 13:39:45",0.62679
324630,sravyayellapragada,"2016-05-14 13:59:16",0.76555
324630,sravyayellapragada,"2016-05-14 16:34:41",0.78468
325765,TimHoolihan,"2016-05-17 21:11:32",0.78947
326031,"Dzung Nguyen","2016-05-18 01:43:49",0.76555
326214,"Leo Lee","2016-05-18 12:11:35",0.76555
326031,"Dzung Nguyen","2016-05-19 01:18:37",0.77511
327480,"roberto 4","2016-05-21 10:15:56",0.76555
327480,"roberto 4","2016-05-21 14:38:23",0.78468
327480,"roberto 4","2016-05-21 16:17:58",0.80382
330829,PaulZwartjes,"2016-05-27 05:08:41",0.77033
331516,"Ahmed Besbes","2016-05-28 17:52:48",0.67464
331516,"Ahmed Besbes","2016-05-28 21:55:26",0.76076
331516,"Ahmed Besbes","2016-05-29 11:16:49",0.77511
331516,"Ahmed Besbes","2016-05-30 16:27:25",0.78468
331516,"Ahmed Besbes","2016-05-31 22:57:28",0.79904
334109,"Ruppesh Nalwaya","2016-06-02 17:12:43",0.77990
337143,"Danniel Winarto","2016-06-09 02:58:30",0.78468
27345,mauri,"2016-06-10 14:53:34",0.78947
319153,ObserverL,"2016-06-13 02:32:06",0.77511
319153,ObserverL,"2016-06-13 04:10:58",0.79904
340481,Espen,"2016-06-15 11:38:50",0.77990
341174,B.C.,"2016-06-17 07:43:49",0.51674
341174,B.C.,"2016-06-17 08:30:38",0.76555
341174,B.C.,"2016-06-17 08:41:43",0.77033
331516,"Ahmed Besbes","2016-06-18 23:54:27",0.81339
343054,"Alpha 2","2016-06-22 10:12:14",0.88516
344005,"Naoki Narimatsu","2016-06-25 06:51:03",0.76555
344916,DurgaRao,"2016-06-28 08:53:58",0.75598
344427,"Gaurav 9","2016-06-28 11:47:17",0.77990
344975,VladB,"2016-06-29 12:12:16",0.77990
344975,VladB,"2016-06-29 13:11:19",0.78468
344975,VladB,"2016-07-04 21:48:44",0.79425
326873,"Pedro Q","2016-07-06 10:36:21",0.76555
326873,"Pedro Q","2016-07-06 10:38:53",0.77990
267108,vasilisnikolaou,"2016-07-08 06:11:08",0.78947
337143,"Danniel Winarto","2016-07-09 08:29:08",0.81339
344005,"Naoki Narimatsu","2016-07-10 14:15:50",0.77033
136415,DFridman,"2016-07-14 10:05:16",0.80861
351360,WitoldSzejgis,"2016-07-20 16:13:23",0.75119
267108,vasilisnikolaou,"2016-07-21 13:01:28",0.79904
351360,WitoldSzejgis,"2016-07-21 21:01:08",0.76555
352257,CatTommy,"2016-07-22 18:01:05",0.56937
352251,"Shivam Sharma","2016-07-22 18:29:27",0.76555
352379,ParulPandey,"2016-07-23 06:58:23",0.62679
352379,ParulPandey,"2016-07-23 07:14:17",0.76555
352413,noymer,"2016-07-23 11:05:43",0.62679
352251,"Shivam Sharma","2016-07-23 19:16:05",0.77990
317044,mangoyuan,"2016-07-24 03:01:30",0.78947
317044,mangoyuan,"2016-07-24 03:15:52",0.80382
352621,GadaaDhaariGeek,"2016-07-24 07:13:16",0.76555
341677,TrevorNell,"2016-07-24 22:06:28",0.77990
352874,17WANGC,"2016-07-25 05:10:26",0.76555
352874,17WANGC,"2016-07-25 13:10:19",0.77990
267108,vasilisnikolaou,"2016-07-27 15:21:09",0.80382
344427,"Gaurav 9","2016-07-28 17:09:26",0.78468
344427,"Gaurav 9","2016-07-28 17:15:01",0.78947
344427,"Gaurav 9","2016-07-28 17:27:24",0.79904
355309,"Carmen Cabanillas Campos","2016-07-31 08:27:38",0.78468
26240,praveen.2916,"2016-08-02 14:50:16",0.56937
356463,"Vishwadeep Gautam","2016-08-02 16:46:39",0.75119
26240,praveen.2916,"2016-08-02 17:32:35",0.69377
357469,"Ricardo Ramirez","2016-08-05 02:19:10",0.76555
357469,"Ricardo Ramirez","2016-08-05 03:49:16",0.77990
291854,"Jan Bauer","2016-08-10 19:56:48",0.79425
291854,"Jan Bauer","2016-08-10 20:03:54",0.80861
352257,CatTommy,"2016-08-11 15:24:06",0.79904
359711,MaximeFuccellaro,"2016-08-12 10:25:24",0.75119
359711,MaximeFuccellaro,"2016-08-12 12:45:42",0.77033
360025,"Fu Yangzhen","2016-08-13 13:50:56",0.74162
360486,Data_Doge,"2016-08-15 18:50:38",0.00000
360486,Data_Doge,"2016-08-15 19:06:51",0.40191
360486,Data_Doge,"2016-08-15 19:10:03",0.45454
360486,Data_Doge,"2016-08-15 19:50:37",0.74641
360486,Data_Doge,"2016-08-16 00:03:13",0.75119
360486,Data_Doge,"2016-08-16 00:07:33",0.77033
280791,碰壁思过,"2016-08-16 15:07:23",0.79904
361439,AnupamP,"2016-08-18 18:05:53",0.62679
361439,AnupamP,"2016-08-18 18:16:52",0.76555
361439,AnupamP,"2016-08-18 18:39:29",0.77990
361439,AnupamP,"2016-08-19 07:40:24",0.78468
361659,CatherinePhilippou,"2016-08-19 12:50:23",0.62679
361659,CatherinePhilippou,"2016-08-19 13:00:35",0.76555
361659,CatherinePhilippou,"2016-08-19 13:15:54",0.77990
361659,CatherinePhilippou,"2016-08-19 13:35:38",0.78468
361439,AnupamP,"2016-08-19 19:32:27",0.79425
357469,"Ricardo Ramirez","2016-08-19 20:04:51",0.78468
357469,"Ricardo Ramirez","2016-08-19 23:01:30",0.79904
361852,"Oleksii Barash","2016-08-20 20:29:20",0.77990
362050,"Jack McKeown","2016-08-20 20:37:44",0.71770
362050,"Jack McKeown","2016-08-20 20:51:00",0.72727
362050,"Jack McKeown","2016-08-20 20:58:21",0.73205
361852,"Oleksii Barash","2016-08-20 23:27:52",0.78468
356463,"Vishwadeep Gautam","2016-08-21 00:27:23",0.81339
362050,"Jack McKeown","2016-08-21 00:59:46",0.74162
361659,CatherinePhilippou,"2016-08-22 11:35:04",0.79425
362728,"Bruno Campos","2016-08-22 23:15:41",0.62679
362728,"Bruno Campos","2016-08-23 00:18:26",0.76555
362728,"Bruno Campos","2016-08-23 01:09:43",0.77990
362050,"Jack McKeown","2016-08-23 01:33:27",0.78947
361852,"Oleksii Barash","2016-08-23 03:08:43",0.79425
362794,"Little Rookie","2016-08-23 04:26:48",0.76555
362794,"Little Rookie","2016-08-23 04:48:49",0.77990
362728,"Bruno Campos","2016-08-24 02:04:51",0.78468
361852,"Oleksii Barash","2016-08-24 05:44:09",0.81339
362728,"Bruno Campos","2016-08-26 01:50:40",0.79425
352251,"Shivam Sharma","2016-08-26 21:39:00",0.78468
352251,"Shivam Sharma","2016-08-26 22:12:44",0.80382
362728,"Bruno Campos","2016-08-27 18:44:29",0.81339
361439,AnupamP,"2016-08-29 08:17:45",0.79904
365240,PrasannaVenkatesh,"2016-08-30 12:34:54",0.77511
365240,PrasannaVenkatesh,"2016-08-30 12:39:17",0.78468
94824,"Russ Boucher","2016-09-02 01:51:42",0.88995
